Record Length,2.500000e+03,,   0.000450000000,   0.04000,
Sample Interval,4.000000e-07,,   0.000450400000,   0.16000,
Trigger Point,-1.125000000000e+03,,   0.000450800000,   0.28000,
,,,   0.000451200000,   0.44000,
,,,   0.000451600000,   0.48000,
,,,   0.000452000000,   0.60000,
Source,CH1,,   0.000452400000,   0.72000,
Vertical Units,V,,   0.000452800000,   0.80000,
Vertical Scale,1.000000e+00,,   0.000453200000,   0.92000,
Vertical Offset,0.000000e+00,,   0.000453600000,   1.08000,
Horizontal Units,s,,   0.000454000000,   1.16000,
Horizontal Scale,1.000000e-04,,   0.000454400000,   1.32000,
Pt Fmt,Y,,   0.000454800000,   1.40000,
Yzero,0.000000e+00,,   0.000455200000,   1.44000,
Probe Atten,1.000000e+00,,   0.000455600000,   1.52000,
Model Number,TBS1072B-EDU,,   0.000456000000,   1.60000,
Serial Number,C013385,,   0.000456400000,   1.68000,
Firmware Version,FV:v4.06,,   0.000456800000,   1.84000,
,,,0.000457200000,   1.84000,
,,,0.000457600000,   1.88000,
,,,0.000458000000,   2.04000,
,,,0.000458400000,   2.08000,
,,,0.000458800000,   2.12000,
,,,0.000459200000,   2.16000,
,,,0.000459600000,   2.16000,
,,,0.000460000000,   2.24000,
,,,0.000460400000,   2.28000,
,,,0.000460800000,   2.28000,
,,,0.000461200000,   2.36000,
,,,0.000461600000,   2.32000,
,,,0.000462000000,   2.32000,
,,,0.000462400000,   2.28000,
,,,0.000462800000,   2.32000,
,,,0.000463200000,   2.32000,
,,,0.000463600000,   2.32000,
,,,0.000464000000,   2.36000,
,,,0.000464400000,   2.24000,
,,,0.000464800000,   2.28000,
,,,0.000465200000,   2.20000,
,,,0.000465600000,   2.12000,
,,,0.000466000000,   2.16000,
,,,0.000466400000,   2.04000,
,,,0.000466800000,   2.04000,
,,,0.000467200000,   1.96000,
,,,0.000467600000,   1.84000,
,,,0.000468000000,   1.76000,
,,,0.000468400000,   1.76000,
,,,0.000468800000,   1.64000,
,,,0.000469200000,   1.56000,
,,,0.000469600000,   1.48000,
,,,0.000470000000,   1.28000,
,,,0.000470400000,   1.28000,
,,,0.000470800000,   1.20000,
,,,0.000471200000,   1.08000,
,,,0.000471600000,   0.96000,
,,,0.000472000000,   0.88000,
,,,0.000472400000,   0.76000,
,,,0.000472800000,   0.68000,
,,,0.000473200000,   0.56000,
,,,0.000473600000,   0.36000,
,,,0.000474000000,   0.28000,
,,,0.000474400000,   0.16000,
,,,0.000474800000,   0.04000,
,,,0.000475200000,  -0.08000,
,,,0.000475600000,  -0.20000,
,,,0.000476000000,  -0.32000,
,,,0.000476400000,  -0.44000,
,,,0.000476800000,  -0.56000,
,,,0.000477200000,  -0.68000,
,,,0.000477600000,  -0.80000,
,,,0.000478000000,  -0.92000,
,,,0.000478400000,  -1.04000,
,,,0.000478800000,  -1.12000,
,,,0.000479200000,  -1.24000,
,,,0.000479600000,  -1.28000,
,,,0.000480000000,  -1.40000,
,,,0.000480400000,  -1.52000,
,,,0.000480800000,  -1.64000,
,,,0.000481200000,  -1.76000,
,,,0.000481600000,  -1.80000,
,,,0.000482000000,  -1.88000,
,,,0.000482400000,  -1.96000,
,,,0.000482800000,  -2.00000,
,,,0.000483200000,  -2.08000,
,,,0.000483600000,  -2.16000,
,,,0.000484000000,  -2.20000,
,,,0.000484400000,  -2.28000,
,,,0.000484800000,  -2.32000,
,,,0.000485200000,  -2.32000,
,,,0.000485600000,  -2.36000,
,,,0.000486000000,  -2.44000,
,,,0.000486400000,  -2.36000,
,,,0.000486800000,  -2.40000,
,,,0.000487200000,  -2.40000,
,,,0.000487600000,  -2.48000,
,,,0.000488000000,  -2.36000,
,,,0.000488400000,  -2.44000,
,,,0.000488800000,  -2.36000,
,,,0.000489200000,  -2.40000,
,,,0.000489600000,  -2.32000,
,,,0.000490000000,  -2.32000,
,,,0.000490400000,  -2.28000,
,,,0.000490800000,  -2.20000,
,,,0.000491200000,  -2.16000,
,,,0.000491600000,  -2.12000,
,,,0.000492000000,  -2.08000,
,,,0.000492400000,  -1.96000,
,,,0.000492800000,  -1.88000,
,,,0.000493200000,  -1.84000,
,,,0.000493600000,  -1.76000,
,,,0.000494000000,  -1.64000,
,,,0.000494400000,  -1.56000,
,,,0.000494800000,  -1.44000,
,,,0.000495200000,  -1.40000,
,,,0.000495600000,  -1.24000,
,,,0.000496000000,  -1.20000,
,,,0.000496400000,  -1.04000,
,,,0.000496800000,  -0.92000,
,,,0.000497200000,  -0.84000,
,,,0.000497600000,  -0.68000,
,,,0.000498000000,  -0.60000,
,,,0.000498400000,  -0.48000,
,,,0.000498800000,  -0.36000,
,,,0.000499200000,  -0.20000,
,,,0.000499600000,  -0.08000,
,,,0.000500000000,   0.08000,
,,,0.000500400000,   0.16000,
,,,0.000500800000,   0.32000,
,,,0.000501200000,   0.44000,
,,,0.000501600000,   0.52000,
,,,0.000502000000,   0.64000,
,,,0.000502400000,   0.76000,
,,,0.000502800000,   0.88000,
,,,0.000503200000,   1.00000,
,,,0.000503600000,   1.12000,
,,,0.000504000000,   1.28000,
,,,0.000504400000,   1.36000,
,,,0.000504800000,   1.48000,
,,,0.000505200000,   1.56000,
,,,0.000505600000,   1.60000,
,,,0.000506000000,   1.72000,
,,,0.000506400000,   1.84000,
,,,0.000506800000,   1.92000,
,,,0.000507200000,   1.96000,
,,,0.000507600000,   2.12000,
,,,0.000508000000,   2.16000,
,,,0.000508400000,   2.24000,
,,,0.000508800000,   2.32000,
,,,0.000509200000,   2.36000,
,,,0.000509600000,   2.40000,
,,,0.000510000000,   2.44000,
,,,0.000510400000,   2.52000,
,,,0.000510800000,   2.44000,
,,,0.000511200000,   2.52000,
,,,0.000511600000,   2.56000,
,,,0.000512000000,   2.48000,
,,,0.000512400000,   2.56000,
,,,0.000512800000,   2.52000,
,,,0.000513200000,   2.52000,
,,,0.000513600000,   2.48000,
,,,0.000514000000,   2.52000,
,,,0.000514400000,   2.40000,
,,,0.000514800000,   2.48000,
,,,0.000515200000,   2.40000,
,,,0.000515600000,   2.40000,
,,,0.000516000000,   2.32000,
,,,0.000516400000,   2.28000,
,,,0.000516800000,   2.16000,
,,,0.000517200000,   2.08000,
,,,0.000517600000,   2.08000,
,,,0.000518000000,   2.00000,
,,,0.000518400000,   1.88000,
,,,0.000518800000,   1.76000,
,,,0.000519200000,   1.64000,
,,,0.000519600000,   1.56000,
,,,0.000520000000,   1.44000,
,,,0.000520400000,   1.36000,
,,,0.000520800000,   1.28000,
,,,0.000521200000,   1.16000,
,,,0.000521600000,   1.00000,
,,,0.000522000000,   0.92000,
,,,0.000522400000,   0.80000,
,,,0.000522800000,   0.72000,
,,,0.000523200000,   0.56000,
,,,0.000523600000,   0.44000,
,,,0.000524000000,   0.28000,
,,,0.000524400000,   0.16000,
,,,0.000524800000,   0.04000,
,,,0.000525200000,  -0.12000,
,,,0.000525600000,  -0.16000,
,,,0.000526000000,  -0.36000,
,,,0.000526400000,  -0.44000,
,,,0.000526800000,  -0.60000,
,,,0.000527200000,  -0.76000,
,,,0.000527600000,  -0.88000,
,,,0.000528000000,  -0.96000,
,,,0.000528400000,  -1.12000,
,,,0.000528800000,  -1.24000,
,,,0.000529200000,  -1.32000,
,,,0.000529600000,  -1.44000,
,,,0.000530000000,  -1.52000,
